sentence,sentiment,date
Display is excellent and camera is as good as any from that year.,positive,2025-04-05 14:33:42.034613
Battery life is also great!,positive,2025-01-24 14:33:42.034613
The worst phone I've ever had.... Only had it for a few months.,negative,2024-12-22 14:33:42.034613
Not a good item.. It worked for a while then started having problems in my auto reverse tape player.,negative,2025-04-28 14:33:42.034613
This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.,negative,2025-03-25 14:33:42.034613
Protects the phone on all sides.,positive,2025-05-04 14:33:42.034613
This is a VERY average phone with bad battery life that operates on a weak network.,negative,2024-12-21 14:33:42.034613
"Clear Skype Calls, Long Battery Life, Long Range.",positive,2025-02-07 14:33:42.034613
Soyo technology sucks.,negative,2025-04-10 14:33:42.034613
Great Hands Free Device.,positive,2025-03-20 14:33:42.034613
"you can even take self portraits with the outside (exterior) display, very cool.",positive,2025-02-02 14:33:42.034613
Same problem as others have mentioned.,negative,2025-03-11 14:33:42.034613
After trying many many handsfree gadgets this is the one that finally works well.,positive,2025-02-28 14:33:42.034613
Magical Help.,positive,2025-03-07 14:33:42.034613
The worst piece of crap ever along with the Verizon customer service.,negative,2025-01-05 14:33:42.034613
Poor sound quality.,negative,2025-05-13 14:33:42.034613
The best phone in market :).,positive,2025-05-11 14:33:42.034613
It worked very well.,positive,2024-12-30 14:33:42.034613
The company shipped my product very promptly and it works well.,positive,2025-04-09 14:33:42.034613
Exactly what I wanted.,positive,2025-04-05 14:33:42.034613
The picture resolution is far below what other comparably-priced phones are offering today.,negative,2025-03-21 14:33:42.034613
This is a great deal.,positive,2025-04-25 14:33:42.034613
"Excellent product, I am very satisfied with the purchase.",positive,2025-05-17 14:33:42.034613
I highly recommend these and encourage people to give them a try.,positive,2025-02-28 14:33:42.034613
Better than you'd expect.,positive,2025-05-13 14:33:42.034613
"Using all earpieces, left or right, this thing will not stay on my ear.",negative,2025-04-01 14:33:42.034613
Great product and price.,positive,2025-05-07 14:33:42.034613
"Sounds good reasonably priced and effective, Its that simple !",positive,2025-04-17 14:33:42.034613
Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,negative,2025-03-01 14:33:42.034613
what a disappointment,negative,2024-12-26 14:33:42.034613
Very prompt service.,positive,2025-02-17 14:33:42.034613
Excellent product for the price.,positive,2024-12-30 14:33:42.034613
Very pleased with this headset.,positive,2025-03-12 14:33:42.034613
don't waste your money and time.,negative,2025-03-13 14:33:42.034613
I especially love the long battery life.,positive,2025-03-24 14:33:42.034613
"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",negative,2025-03-05 14:33:42.034613
Works great.,positive,2024-12-29 14:33:42.034613
Plantronics Bluetooth Excelent Buy.,positive,2025-03-21 14:33:42.034613
I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,negative,2025-05-16 14:33:42.034613
I'll be looking for a new earpiece.,negative,2025-02-25 14:33:42.034613
I highly recommend this device to everyone!,positive,2025-02-10 14:33:42.034613
Jawbone Era is awesome too!,positive,2025-03-02 14:33:42.034613
We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,negative,2025-01-22 14:33:42.034613
After a year the battery went completely dead on my headset.,negative,2025-03-04 14:33:42.034613
"I have used several phone in two years, but this one is the best.",positive,2025-05-06 14:33:42.034613
An Awesome New Look For Fall 2000!.,positive,2025-01-25 14:33:42.034613
This is the first phone I've had that has been so cheaply made.,negative,2025-02-20 14:33:42.034613
"Att is not clear, sound is very distorted and you have to yell when you talk.",negative,2024-12-10 14:33:42.034613
The plastic breaks really easy on this clip.,negative,2025-04-08 14:33:42.034613
Price is good too.,positive,2024-12-22 14:33:42.034613
Don't make the same mistake I did.,negative,2025-05-17 14:33:42.034613
Oh and I forgot to also mention the weird color effect it has on your phone.,negative,2025-04-09 14:33:42.034613
I'm using it with an iriver SPINN (with case) and it fits fine.,positive,2025-03-18 14:33:42.034613
Also the area where my unit broke).- I'm not too fond of the magnetic strap.,negative,2025-01-03 14:33:42.034613
"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.",positive,2025-02-18 14:33:42.034613
"every thing on phone work perfectly, she like it.",positive,2025-02-27 14:33:42.034613
"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",negative,2024-12-15 14:33:42.034613
IT'S REALLY EASY.,positive,2025-04-30 14:33:42.034613
My Sanyo has survived dozens of drops on blacktop without ill effect.,positive,2025-03-11 14:33:42.034613
Fantastic earphones.,positive,2025-03-06 14:33:42.034613
It finds my cell phone right away when I enter the car.,positive,2025-05-17 14:33:42.034613
Low Quality.,negative,2025-01-08 14:33:42.034613
I highly recommend this modest priced cellular phone.,positive,2024-12-28 14:33:42.034613
But it does get better reception and clarity than any phone I've had before.,positive,2024-12-12 14:33:42.034613
Warning - Stay away.,negative,2025-04-22 14:33:42.034613
I wish I could return the unit and get back my money.,negative,2024-12-21 14:33:42.034613
Awsome Device Works Great!!.,positive,2025-01-15 14:33:42.034613
I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,negative,2025-03-02 14:33:42.034613
"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",negative,2025-05-08 14:33:42.034613
Very Displeased.,negative,2025-02-04 14:33:42.034613
"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",negative,2025-05-05 14:33:42.034613
They made this case too small and is very difficult to install.,negative,2025-04-22 14:33:42.034613
Restored my phone to like new performance.,positive,2025-04-18 14:33:42.034613
"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",positive,2025-05-18 14:33:42.034613
"I searched the Internet, and found this one to be the best value.",positive,2024-12-06 14:33:42.034613
Does not fit.,negative,2025-01-28 14:33:42.034613
Very happy with this product.,positive,2025-01-23 14:33:42.034613
"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",positive,2025-04-05 14:33:42.034613
There's really nothing bad I can say about this headset.,negative,2025-02-10 14:33:42.034613
"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",positive,2024-12-27 14:33:42.034613
Portable and it works.,positive,2024-12-06 14:33:42.034613
"My colleague & I now get great reception.A little expensive, but performance is great.",positive,2025-04-13 14:33:42.034613
I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,negative,2025-04-30 14:33:42.034613
I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,negative,2024-12-21 14:33:42.034613
Not good when wearing a hat or sunglasses.,negative,2024-12-21 14:33:42.034613
Timely shipment and quality product.,positive,2025-05-23 14:33:42.034613
Nice solid keyboard.,positive,2025-01-08 14:33:42.034613
Very well made and fits my Surefire GX2 perfectly.,positive,2025-01-30 14:33:42.034613
Horrible phone.,negative,2025-02-08 14:33:42.034613
BT50 battery junk!.,negative,2024-12-26 14:33:42.034613
We would recommend these to others.,positive,2024-11-30 14:33:42.034613
Cant get the software to work with my computer.,negative,2025-01-22 14:33:42.034613
Disappointed!.,negative,2025-05-15 14:33:42.034613
poor voice clarity.,negative,2025-01-02 14:33:42.034613
The battery works great!,positive,2024-12-08 14:33:42.034613
No buyers remorse on this one!.,negative,2024-12-30 14:33:42.034613
Very disappointed in AccessoryOne.,negative,2025-05-19 14:33:42.034613
I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,negative,2025-05-25 14:33:42.034613
"Looks great and is strong.""",positive,2024-11-28 14:33:42.034613
"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",positive,2025-05-13 14:33:42.034613
The update procedure is difficult and cumbersome.,negative,2025-04-04 14:33:42.034613
Disappointment.. I hate anything that goes in my ear.,negative,2025-01-27 14:33:42.034613
Great software for Motorolas.,positive,2025-01-16 14:33:42.034613
The delivery was on time.,positive,2024-12-09 14:33:42.034613
Very easy to use.,positive,2025-02-21 14:33:42.034613
"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",negative,2025-05-06 14:33:42.034613
The volume switch rocketed out of the unit to a destination unknown.,negative,2024-12-01 14:33:42.034613
"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.",positive,2025-04-13 14:33:42.034613
I'd like to return it.,negative,2024-12-14 14:33:42.034613
The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.,positive,2025-02-05 14:33:42.034613
"Verizon's bills, however, are difficult to understand even though their pricing plans are simple.",negative,2025-04-18 14:33:42.034613
"After charging overnight, these batteries work great.",positive,2025-02-28 14:33:42.034613
You won't regret it!,positive,2025-04-02 14:33:42.034613
I love this phone!.,positive,2025-04-28 14:33:42.034613
A Disappointment.,negative,2024-12-16 14:33:42.034613
Its not user friendly.,negative,2025-04-02 14:33:42.034613
Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.,negative,2025-02-17 14:33:42.034613
"Then I exchanged for the same phone, even that had the same problem.",negative,2025-03-30 14:33:42.034613
This results in the phone being either stuck at max volume or mute.,negative,2025-01-04 14:33:42.034613
This PDA rocks.,positive,2025-05-20 14:33:42.034613
"It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.",positive,2025-02-11 14:33:42.034613
"I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!",positive,2024-12-15 14:33:42.034613
I had Verizon 2 years ago and really liked their service.,positive,2025-05-18 14:33:42.034613
Pretty piece of junk.,negative,2025-04-26 14:33:42.034613
Plug was the wrong size.,negative,2025-05-21 14:33:42.034613
Works as described.,positive,2024-12-22 14:33:42.034613
Save your money.... I've had this item for 11 months now.,negative,2025-03-05 14:33:42.034613
Bad Purchase.,negative,2025-02-18 14:33:42.034613
WELL IM SATISFIED.,positive,2025-04-24 14:33:42.034613
"The bose noise cancelling is amazing, which is very important for a NYC commuter.",positive,2025-01-26 14:33:42.034613
